2.667905995322349177e+00,5.785109792896763192e-01,1.249080946302671968e-01
-2.748713699610131567e+00,3.310176906901983074e+00,1.984711457805246049e-01
-1.447815848297892893e+00,1.632722364221393052e+00,1.715119187282820312e-01
-4.671705545726163589e-01,-3.993490782994958188e+00,-1.647603811860962053e-01
1.499837141602623769e-01,-5.857410044927406911e-01,1.762372432543563017e-02
2.606238677079890653e+00,-9.610986649124209080e-02,2.472290795465124646e-01
4.445257196404615918e+00,-2.680826474735388265e-01,1.324636981453021001e+00
7.436844658912191708e-01,1.642438254924452945e+00,1.757609376840095994e+00
2.674010112360665214e+00,-2.559365994682370804e+00,-6.257271288507362250e-01
2.852740788050259102e+00,4.016124614250106362e+00,-1.723296063075119289e+00
-3.393263777421143157e+00,5.596458810082938218e-01,-7.591722493331928279e-01
-3.055214528659530693e+00,-2.929076566151545435e+00,-1.372484192152349181e+00
2.790727228827648010e-01,2.519118703438895324e+00,8.127489677379432509e-01
7.846490062469161364e-01,-3.496069702056791240e+00,1.306951538439613092e+00
1.509012334056056615e+00,-2.515255472122379210e+00,3.358976399658214484e-01
5.532986586696390097e-01,-2.463158571686537568e-01,-4.697685805367797229e-01
-3.385480267423030654e+00,6.141008130903986562e-01,4.219019337731786390e-01
6.335309456336481182e-02,-8.860292194881529415e-01,3.792880309808950301e-01
-3.194214127619354748e-01,2.435223187192796068e+00,-1.269507193187930927e+00
-5.535853196655578401e+00,2.393549112458879691e+00,-1.793533126014674739e-01
1.611149973981446326e+00,-5.741683600401950027e-01,1.895681564161216581e+00
-5.145504653625592617e+00,4.711683657811117643e-01,-1.643560276857196634e-01
-1.359512975234347110e+00,-6.628200532358381469e-01,-4.900704340289954164e-01
-2.386363683840961869e+00,7.628214253170826353e-01,1.103494902255547583e+00
-7.305817518263952627e-03,5.343846526751405257e+00,1.578740082445711179e+00
-9.150457254119261086e-02,-2.075151406737163029e+00,2.031326205936674345e-01
3.235195806691602893e+00,-1.129447188622527465e+00,2.151451000822811377e+00
2.635271763906025910e+00,2.241012389269896765e+00,8.191203155353248277e-01
-1.421665556844197154e+00,-6.212985254389619350e+00,-9.656954752465568559e-02
-7.972119706216692636e-01,-5.519929142712282077e-01,9.116276907234648341e-01
6.586095376584069072e-01,-1.497504261867157460e+00,1.780628440773485366e+00
2.557053670979936300e+00,2.865234579689663441e+00,1.113389927712912675e+00
8.028362007229478126e-01,4.059832853340140657e-01,-1.575449264453396836e+00
1.901489936413988557e+00,1.692569468888621476e+00,-1.531729785477625061e+00
4.612613017965195850e-01,4.003280757835758763e+00,-1.261114821872239555e-01
4.565782192800702077e+00,-7.716469774403964088e+00,-1.239263708465714098e+00
1.813874136092533451e+00,-2.487708474779312340e+00,-6.421597036153064986e-01
4.510148161280391754e+00,1.533559265130279847e-01,-1.167949114009803724e+00
-1.487766673819201690e+00,-3.754470045061560679e+00,1.646033873374904144e-01
8.076548911749114046e-01,6.643329635183563564e-01,5.096704745806897030e-01
-2.641956293970582959e+00,-5.916095140571508537e+00,-7.236540080251643303e-01
-1.501914363612795178e+00,2.276414031156472007e+00,7.527218428504633962e-01
1.547179480021127818e+00,-2.012013380804079876e+00,-8.689996221022993073e-01
-2.882888763211803429e+00,3.908895603048447853e+00,1.139166379772049709e+00
1.251905521228510620e+00,3.265528195840503578e-01,-8.801491660398627626e-02
7.206404501858145295e+00,-1.799289130288819649e+00,1.273101885428080227e+00
-2.156164094932361497e+00,7.038282687099224333e-01,1.174739478928661596e+00
4.164525449489504538e+00,1.536783415756795446e+00,-1.069789154851799484e+00
1.820236503651813664e-01,4.725930655711365613e-01,-1.394318541193123373e+00
4.070452047726395683e+00,-1.908847472399912704e-01,-6.397100611523056646e-01
1.492532963315701622e+00,4.535269098633679663e-01,-9.186803131576350145e-02
4.139532382219417883e+00,4.726444085865965761e+00,1.571551389954927824e+00
-6.849951404472520267e+00,1.068718763713010000e+00,-6.312826508410124271e-01
-1.064494512476807486e+00,2.438299090721506523e+00,-3.785754610356306671e-01
-3.967722439613066587e+00,-5.577758052262578481e+00,-1.045272629541007303e+00
-2.708395913401616895e+00,1.018498412035847345e+00,9.146330542719823820e-01
-1.731633320406359200e+00,-4.442962511108801138e+00,-9.541818841782838678e-01
2.519805175506057912e-02,-1.686549074514333002e-01,-1.200871690617986376e+00
1.883346681518581756e+00,4.269152265566320104e+00,-1.323880696101997101e+00
-3.043181347097635658e+00,6.004567492655343841e-02,-1.626191800360659023e+00
